             380       33
             390     47.4
             400     63.3
             410     80.6
             420     98.1
             430    112.4
             440    121.5
             450      124
             460    123.1
             470    123.8
             480    123.9
             490    120.7
             500    112.1
             510    102.3
             520     96.9
             530       98
             540    102.1
             550    105.2
             560    105.3
             570    102.3
             580     97.8
             590     93.2
             600     89.7
             610     88.4
             620     88.1
             630       88
             640     87.8
             650     88.2
             660     87.9
             670     86.3
             680       84
             690     80.2
             700     76.3
             710     72.4
             720     68.3
             730     64.4
             740     61.5
             750     59.2
             760     58.1
             770     58.2
             780     59.1
